Comunidades y Ciudades Autónomas;Sexo;Sector económico;Situación profesional;Periodo;Total
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2006T2;1,7
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2006T1;1,7
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2005T4;2,2
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2005T3;3,9
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2005T2;3,5
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2005T1;6,6
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2004T4;2,8
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2004T3;3,8
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2004T2;2,7
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2004T1;1,9
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2003T4;1,6
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2003T3;3
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2003T2;3,5
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2003T1;3,5
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2002T4;4,5
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2002T3;4,3
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2002T2;4,4
02 Aragón;Hombres;Total;Ayuda en la empresa o negocio familiar;2002T1;3,3
02 Aragón;Hombres;Total;Asalariados;2008T4;268,9
02 Aragón;Hombres;Total;Asalariados;2008T3;289,4
02 Aragón;Hombres;Total;Asalariados;2008T2;290,8
02 Aragón;Hombres;Total;Asalariados;2008T1;285,9
02 Aragón;Hombres;Total;Asalariados;2007T4;289,8
02 Aragón;Hombres;Total;Asalariados;2007T3;291,7
02 Aragón;Hombres;Total;Asalariados;2007T2;287,1
02 Aragón;Hombres;Total;Asalariados;2007T1;280,3
02 Aragón;Hombres;Total;Asalariados;2006T4;283,2
02 Aragón;Hombres;Total;Asalariados;2006T3;278,5
02 Aragón;Hombres;Total;Asalariados;2006T2;277,3
02 Aragón;Hombres;Total;Asalariados;2006T1;269,3
02 Aragón;Hombres;Total;Asalariados;2005T4;268,7
02 Aragón;Hombres;Total;Asalariados;2005T3;278,1
02 Aragón;Hombres;Total;Asalariados;2005T2;264,5
02 Aragón;Hombres;Total;Asalariados;2005T1;258
02 Aragón;Hombres;Total;Asalariados;2004T4;258,9
02 Aragón;Hombres;Total;Asalariados;2004T3;262,1
02 Aragón;Hombres;Total;Asalariados;2004T2;253,3
02 Aragón;Hombres;Total;Asalariados;2004T1;251,1
02 Aragón;Hombres;Total;Asalariados;2003T4;248,9
02 Aragón;Hombres;Total;Asalariados;2003T3;246,5
02 Aragón;Hombres;Total;Asalariados;2003T2;244,4
02 Aragón;Hombres;Total;Asalariados;2003T1;239,6
02 Aragón;Hombres;Total;Asalariados;2002T4;245,8
02 Aragón;Hombres;Total;Asalariados;2002T3;242,6
02 Aragón;Hombres;Total;Asalariados;2002T2;232,5
02 Aragón;Hombres;Total;Asalariados;2002T1;232,4
02 Aragón;Hombres;Total;Otra situación ;2008T4;1
02 Aragón;Hombres;Total;Otra situación ;2008T3;0,4
02 Aragón;Hombres;Total;Otra situación ;2008T2;..
02 Aragón;Hombres;Total;Otra situación ;2008T1;0,3
02 Aragón;Hombres;Total;Otra situación ;2007T4;0,2
02 Aragón;Hombres;Total;Otra situación ;2007T3;0,1
02 Aragón;Hombres;Total;Otra situación ;2007T2;0,1
02 Aragón;Hombres;Total;Otra situación ;2007T1;0,4
02 Aragón;Hombres;Total;Otra situación ;2006T4;0,5
02 Aragón;Hombres;Total;Otra situación ;2006T3;0,7
02 Aragón;Hombres;Total;Otra situación ;2006T2;0,4
02 Aragón;Hombres;Total;Otra situación ;2006T1;0,6
02 Aragón;Hombres;Total;Otra situación ;2005T4;0,1
02 Aragón;Hombres;Total;Otra situación ;2005T3;..
02 Aragón;Hombres;Total;Otra situación ;2005T2;..
02 Aragón;Hombres;Total;Otra situación ;2005T1;0,3
02 Aragón;Hombres;Total;Otra situación ;2004T4;..
02 Aragón;Hombres;Total;Otra situación ;2004T3;0,3
02 Aragón;Hombres;Total;Otra situación ;2004T2;..
02 Aragón;Hombres;Total;Otra situación ;2004T1;..
02 Aragón;Hombres;Total;Otra situación ;2003T4;..
02 Aragón;Hombres;Total;Otra situación ;2003T3;0,2
02 Aragón;Hombres;Total;Otra situación ;2003T2;..
02 Aragón;Hombres;Total;Otra situación ;2003T1;..
02 Aragón;Hombres;Total;Otra situación ;2002T4;..
02 Aragón;Hombres;Total;Otra situación ;2002T3;..
02 Aragón;Hombres;Total;Otra situación ;2002T2;..
02 Aragón;Hombres;Total;Otra situación ;2002T1;..
02 Aragón;Hombres;Agricultura;Total;2008T4;23,6
02 Aragón;Hombres;Agricultura;Total;2008T3;24,4
02 Aragón;Hombres;Agricultura;Total;2008T2;26,6
02 Aragón;Hombres;Agricultura;Total;2008T1;25,4
02 Aragón;Hombres;Agricultura;Total;2007T4;24,8
02 Aragón;Hombres;Agricultura;Total;2007T3;32,9
02 Aragón;Hombres;Agricultura;Total;2007T2;34
02 Aragón;Hombres;Agricultura;Total;2007T1;30,8
02 Aragón;Hombres;Agricultura;Total;2006T4;30,9
02 Aragón;Hombres;Agricultura;Total;2006T3;33,2
02 Aragón;Hombres;Agricultura;Total;2006T2;32,3
02 Aragón;Hombres;Agricultura;Total;2006T1;29,6
02 Aragón;Hombres;Agricultura;Total;2005T4;36,8
02 Aragón;Hombres;Agricultura;Total;2005T3;41,5
02 Aragón;Hombres;Agricultura;Total;2005T2;31,9
02 Aragón;Hombres;Agricultura;Total;2005T1;37
02 Aragón;Hombres;Agricultura;Total;2004T4;37,8
02 Aragón;Hombres;Agricultura;Total;2004T3;35
02 Aragón;Hombres;Agricultura;Total;2004T2;30,8
02 Aragón;Hombres;Agricultura;Total;2004T1;28
02 Aragón;Hombres;Agricultura;Total;2003T4;28,1
02 Aragón;Hombres;Agricultura;Total;2003T3;27,5
02 Aragón;Hombres;Agricultura;Total;2003T2;29,6
02 Aragón;Hombres;Agricultura;Total;2003T1;27,3
02 Aragón;Hombres;Agricultura;Total;2002T4;31,4
02 Aragón;Hombres;Agricultura;Total;2002T3;31,7
02 Aragón;Hombres;Agricultura;Total;2002T2;30,8
02 Aragón;Hombres;Agricultura;Total;2002T1;32,9
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2008T4;14,5
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2008T3;13,2
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2008T2;16
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2008T1;15,8
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2007T4;16,3
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2007T3;19,7
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2007T2;20,4
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2007T1;18,8
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2006T4;16,6
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2006T3;19,9
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2006T2;19,8
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2006T1;18
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2005T4;22,4
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2005T3;22,4
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2005T2;20,4
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2005T1;21
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2004T4;22,2
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2004T3;18,9
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2004T2;17
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2004T1;16,2
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2003T4;17,2
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2003T3;16,3
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2003T2;16,6
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2003T1;17,5
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2002T4;19
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2002T3;18,9
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2002T2;21,6
02 Aragón;Hombres;Agricultura;Empresario o miembro de cooperativa;2002T1;22,9
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2008T4;0,8
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2008T3;0,9
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2008T2;1
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2008T1;0,1
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2007T4;0,3
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2007T3;0,9
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2007T2;1
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2007T1;1,1
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2006T4;2,3
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2006T3;1,4
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2006T2;0,6
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2006T1;0,5
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2005T4;1,3
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2005T3;2
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2005T2;1,5
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2005T1;3,4
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2004T4;0,7
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2004T3;0,9
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2004T2;0,2
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2004T1;0,5
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2003T4;0,3
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2003T3;1,4
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2003T2;1,8
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2003T1;1,8
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2002T4;1,9
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2002T3;1,7
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2002T2;1,6
02 Aragón;Hombres;Agricultura;Ayuda en la empresa o negocio familiar;2002T1;0,7
02 Aragón;Hombres;Agricultura;Asalariados;2008T4;7,5
02 Aragón;Hombres;Agricultura;Asalariados;2008T3;9,9
02 Aragón;Hombres;Agricultura;Asalariados;2008T2;9,7
02 Aragón;Hombres;Agricultura;Asalariados;2008T1;9,4
02 Aragón;Hombres;Agricultura;Asalariados;2007T4;8
02 Aragón;Hombres;Agricultura;Asalariados;2007T3;12,2
02 Aragón;Hombres;Agricultura;Asalariados;2007T2;12,5
02 Aragón;Hombres;Agricultura;Asalariados;2007T1;10,8
02 Aragón;Hombres;Agricultura;Asalariados;2006T4;11,4
02 Aragón;Hombres;Agricultura;Asalariados;2006T3;11,2
02 Aragón;Hombres;Agricultura;Asalariados;2006T2;11,5
02 Aragón;Hombres;Agricultura;Asalariados;2006T1;10,9
02 Aragón;Hombres;Agricultura;Asalariados;2005T4;13
02 Aragón;Hombres;Agricultura;Asalariados;2005T3;17,1
02 Aragón;Hombres;Agricultura;Asalariados;2005T2;10
02 Aragón;Hombres;Agricultura;Asalariados;2005T1;12,3
02 Aragón;Hombres;Agricultura;Asalariados;2004T4;14,9
02 Aragón;Hombres;Agricultura;Asalariados;2004T3;15,2
02 Aragón;Hombres;Agricultura;Asalariados;2004T2;13,6
02 Aragón;Hombres;Agricultura;Asalariados;2004T1;11,3
02 Aragón;Hombres;Agricultura;Asalariados;2003T4;10,6
02 Aragón;Hombres;Agricultura;Asalariados;2003T3;9,8
02 Aragón;Hombres;Agricultura;Asalariados;2003T2;11,2
02 Aragón;Hombres;Agricultura;Asalariados;2003T1;8,1
02 Aragón;Hombres;Agricultura;Asalariados;2002T4;10,5
02 Aragón;Hombres;Agricultura;Asalariados;2002T3;11,1
02 Aragón;Hombres;Agricultura;Asalariados;2002T2;7,6
02 Aragón;Hombres;Agricultura;Asalariados;2002T1;9,3
02 Aragón;Hombres;Agricultura;Otra situación ;2008T4;0,8
02 Aragón;Hombres;Agricultura;Otra situación ;2008T3;0,4
02 Aragón;Hombres;Agricultura;Otra situación ;2008T2;..
02 Aragón;Hombres;Agricultura;Otra situación ;2008T1;0,1
02 Aragón;Hombres;Agricultura;Otra situación ;2007T4;0,2
02 Aragón;Hombres;Agricultura;Otra situación ;2007T3;0,1
02 Aragón;Hombres;Agricultura;Otra situación ;2007T2;0,1
02 Aragón;Hombres;Agricultura;Otra situación ;2007T1;0,2
02 Aragón;Hombres;Agricultura;Otra situación ;2006T4;0,5
02 Aragón;Hombres;Agricultura;Otra situación ;2006T3;0,7
02 Aragón;Hombres;Agricultura;Otra situación ;2006T2;0,4
02 Aragón;Hombres;Agricultura;Otra situación ;2006T1;0,2
02 Aragón;Hombres;Agricultura;Otra situación ;2005T4;0,1
02 Aragón;Hombres;Agricultura;Otra situación ;2005T3;..
02 Aragón;Hombres;Agricultura;Otra situación ;2005T2;..
02 Aragón;Hombres;Agricultura;Otra situación ;2005T1;0,3
02 Aragón;Hombres;Agricultura;Otra situación ;2004T4;..
02 Aragón;Hombres;Agricultura;Otra situación ;2004T3;..
02 Aragón;Hombres;Agricultura;Otra situación ;2004T2;..
02 Aragón;Hombres;Agricultura;Otra situación ;2004T1;..
02 Aragón;Hombres;Agricultura;Otra situación ;2003T4;..
02 Aragón;Hombres;Agricultura;Otra situación ;2003T3;..
02 Aragón;Hombres;Agricultura;Otra situación ;2003T2;..
02 Aragón;Hombres;Agricultura;Otra situación ;2003T1;..
02 Aragón;Hombres;Agricultura;Otra situación ;2002T4;..
02 Aragón;Hombres;Agricultura;Otra situación ;2002T3;..
02 Aragón;Hombres;Agricultura;Otra situación ;2002T2;..
02 Aragón;Hombres;Agricultura;Otra situación ;2002T1;..
02 Aragón;Hombres;Industria;Total;2008T4;96,8
02 Aragón;Hombres;Industria;Total;2008T3;104,9
02 Aragón;Hombres;Industria;Total;2008T2;101
02 Aragón;Hombres;Industria;Total;2008T1;99,3
02 Aragón;Hombres;Industria;Total;2007T4;96
02 Aragón;Hombres;Industria;Total;2007T3;94,2
02 Aragón;Hombres;Industria;Total;2007T2;94,3
02 Aragón;Hombres;Industria;Total;2007T1;93,2
02 Aragón;Hombres;Industria;Total;2006T4;95,1
02 Aragón;Hombres;Industria;Total;2006T3;92,8
02 Aragón;Hombres;Industria;Total;2006T2;94,3
02 Aragón;Hombres;Industria;Total;2006T1;96,3
02 Aragón;Hombres;Industria;Total;2005T4;91,4
02 Aragón;Hombres;Industria;Total;2005T3;99
02 Aragón;Hombres;Industria;Total;2005T2;102,1
02 Aragón;Hombres;Industria;Total;2005T1;98,7
02 Aragón;Hombres;Industria;Total;2004T4;102,2
02 Aragón;Hombres;Industria;Total;2004T3;98,7
02 Aragón;Hombres;Industria;Total;2004T2;95
02 Aragón;Hombres;Industria;Total;2004T1;92,5
02 Aragón;Hombres;Industria;Total;2003T4;95
02 Aragón;Hombres;Industria;Total;2003T3;96,7
02 Aragón;Hombres;Industria;Total;2003T2;94,6
02 Aragón;Hombres;Industria;Total;2003T1;97,9
02 Aragón;Hombres;Industria;Total;2002T4;101,3
02 Aragón;Hombres;Industria;Total;2002T3;98,3
02 Aragón;Hombres;Industria;Total;2002T2;100,5
02 Aragón;Hombres;Industria;Total;2002T1;97,5
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2008T4;6,7
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2008T3;8,3
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2008T2;8,9
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2008T1;9,4
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2007T4;7,5
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2007T3;6,6
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2007T2;7,3
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2007T1;8,4
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2006T4;6,1
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2006T3;5,5
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2006T2;6,7
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2006T1;8,5
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2005T4;9,1
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2005T3;8,8
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2005T2;10,1
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2005T1;9,7
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2004T4;7,7
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2004T3;8,5
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2004T2;9,1
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2004T1;8,6
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2003T4;9,4
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2003T3;10,7
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2003T2;10,4
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2003T1;9,8
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2002T4;10
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2002T3;9,9
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2002T2;10,8
02 Aragón;Hombres;Industria;Empresario o miembro de cooperativa;2002T1;10,3
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2008T4;..
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2008T3;..
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2008T2;0,4
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2008T1;0,1
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2007T4;0,4
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2007T3;0,4
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2007T2;0,1
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2007T1;0,1
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2006T4;0,5
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2006T3;0,8
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2006T2;0,6
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2006T1;0,3
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2005T4;0,3
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2005T3;0,6
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2005T2;0,4
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2005T1;0,2
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2004T4;0,8
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2004T3;1,1
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2004T2;0,7
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2004T1;0,2
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2003T4;0,4
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2003T3;0,8
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2003T2;0,8
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2003T1;0,8
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2002T4;1
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2002T3;1,2
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2002T2;1,3
02 Aragón;Hombres;Industria;Ayuda en la empresa o negocio familiar;2002T1;1,3
02 Aragón;Hombres;Industria;Asalariados;2008T4;90,1
02 Aragón;Hombres;Industria;Asalariados;2008T3;96,6
02 Aragón;Hombres;Industria;Asalariados;2008T2;91,7
02 Aragón;Hombres;Industria;Asalariados;2008T1;89,7
02 Aragón;Hombres;Industria;Asalariados;2007T4;88,1
02 Aragón;Hombres;Industria;Asalariados;2007T3;87,1
02 Aragón;Hombres;Industria;Asalariados;2007T2;86,9
02 Aragón;Hombres;Industria;Asalariados;2007T1;84,7
02 Aragón;Hombres;Industria;Asalariados;2006T4;88,4
02 Aragón;Hombres;Industria;Asalariados;2006T3;86,6
02 Aragón;Hombres;Industria;Asalariados;2006T2;87
02 Aragón;Hombres;Industria;Asalariados;2006T1;87,4
02 Aragón;Hombres;Industria;Asalariados;2005T4;82,1
02 Aragón;Hombres;Industria;Asalariados;2005T3;89,6
02 Aragón;Hombres;Industria;Asalariados;2005T2;91,6
02 Aragón;Hombres;Industria;Asalariados;2005T1;88,7
02 Aragón;Hombres;Industria;Asalariados;2004T4;93,6
02 Aragón;Hombres;Industria;Asalariados;2004T3;88,9
02 Aragón;Hombres;Industria;Asalariados;2004T2;85,2
02 Aragón;Hombres;Industria;Asalariados;2004T1;83,7
02 Aragón;Hombres;Industria;Asalariados;2003T4;85,3
02 Aragón;Hombres;Industria;Asalariados;2003T3;85,2
02 Aragón;Hombres;Industria;Asalariados;2003T2;83,3
02 Aragón;Hombres;Industria;Asalariados;2003T1;87,3
02 Aragón;Hombres;Industria;Asalariados;2002T4;90,3
02 Aragón;Hombres;Industria;Asalariados;2002T3;87,2
02 Aragón;Hombres;Industria;Asalariados;2002T2;88,4
02 Aragón;Hombres;Industria;Asalariados;2002T1;85,8
02 Aragón;Hombres;Industria;Otra situación ;2008T4;..
02 Aragón;Hombres;Industria;Otra situación ;2008T3;..
02 Aragón;Hombres;Industria;Otra situación ;2008T2;..
02 Aragón;Hombres;Industria;Otra situación ;2008T1;..
02 Aragón;Hombres;Industria;Otra situación ;2007T4;..
02 Aragón;Hombres;Industria;Otra situación ;2007T3;..
02 Aragón;Hombres;Industria;Otra situación ;2007T2;..
02 Aragón;Hombres;Industria;Otra situación ;2007T1;..
02 Aragón;Hombres;Industria;Otra situación ;2006T4;..
02 Aragón;Hombres;Industria;Otra situación ;2006T3;..
02 Aragón;Hombres;Industria;Otra situación ;2006T2;..
02 Aragón;Hombres;Industria;Otra situación ;2006T1;..
02 Aragón;Hombres;Industria;Otra situación ;2005T4;..
02 Aragón;Hombres;Industria;Otra situación ;2005T3;..
02 Aragón;Hombres;Industria;Otra situación ;2005T2;..
02 Aragón;Hombres;Industria;Otra situación ;2005T1;..
02 Aragón;Hombres;Industria;Otra situación ;2004T4;..
02 Aragón;Hombres;Industria;Otra situación ;2004T3;0,3
02 Aragón;Hombres;Industria;Otra situación ;2004T2;..
02 Aragón;Hombres;Industria;Otra situación ;2004T1;..
02 Aragón;Hombres;Industria;Otra situación ;2003T4;..
02 Aragón;Hombres;Industria;Otra situación ;2003T3;..
02 Aragón;Hombres;Industria;Otra situación ;2003T2;..
02 Aragón;Hombres;Industria;Otra situación ;2003T1;..
02 Aragón;Hombres;Industria;Otra situación ;2002T4;..
02 Aragón;Hombres;Industria;Otra situación ;2002T3;..
02 Aragón;Hombres;Industria;Otra situación ;2002T2;..
02 Aragón;Hombres;Industria;Otra situación ;2002T1;..
02 Aragón;Hombres;Construcción;Total;2008T4;58,4
02 Aragón;Hombres;Construcción;Total;2008T3;60,2
02 Aragón;Hombres;Construcción;Total;2008T2;71,1
02 Aragón;Hombres;Construcción;Total;2008T1;70,1
02 Aragón;Hombres;Construcción;Total;2007T4;72,4
02 Aragón;Hombres;Construcción;Total;2007T3;71,1
02 Aragón;Hombres;Construcción;Total;2007T2;66,3
02 Aragón;Hombres;Construcción;Total;2007T1;64,5
02 Aragón;Hombres;Construcción;Total;2006T4;55,8
02 Aragón;Hombres;Construcción;Total;2006T3;57,5
02 Aragón;Hombres;Construcción;Total;2006T2;54,5
02 Aragón;Hombres;Construcción;Total;2006T1;57,4
02 Aragón;Hombres;Construcción;Total;2005T4;62,9
02 Aragón;Hombres;Construcción;Total;2005T3;58,6
02 Aragón;Hombres;Construcción;Total;2005T2;60
02 Aragón;Hombres;Construcción;Total;2005T1;49,7
02 Aragón;Hombres;Construcción;Total;2004T4;49,8
02 Aragón;Hombres;Construcción;Total;2004T3;51,1
02 Aragón;Hombres;Construcción;Total;2004T2;48,3
02 Aragón;Hombres;Construcción;Total;2004T1;49
02 Aragón;Hombres;Construcción;Total;2003T4;49,5
02 Aragón;Hombres;Construcción;Total;2003T3;51
02 Aragón;Hombres;Construcción;Total;2003T2;50,4
02 Aragón;Hombres;Construcción;Total;2003T1;46,3
02 Aragón;Hombres;Construcción;Total;2002T4;49,3
02 Aragón;Hombres;Construcción;Total;2002T3;51,2
02 Aragón;Hombres;Construcción;Total;2002T2;46,1
02 Aragón;Hombres;Construcción;Total;2002T1;43,6
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2008T4;17,6
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2008T3;16,8
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2008T2;19,3
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2008T1;19,3
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2007T4;15,7
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2007T3;13,5
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2007T2;13,2
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2007T1;12,1
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2006T4;12
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2006T3;13,3
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2006T2;13,7
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2006T1;14,3
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2005T4;15,3
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2005T3;13,9
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2005T2;15,7
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2005T1;13,3
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2004T4;12,2
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2004T3;12,6
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2004T2;15
02 Aragón;Hombres;Construcción;Empresario o miembro de cooperativa;2004T1;13,3
